user_id,monthly_income,current_balance,curr_dining,last_dining,dining_change_pct,curr_shopping,last_shopping,shopping_delta_amt,total_spend,expense_ratio,savings_ratio,goal_target,months_to_goal,goal_shortfall,predicted_balance_15d,agent_ground_truth_advice
164,39549,390254,12506,17456,-28.4,20799,18459,2340,54005,1.37,0.0,1000000,-1.0,1000000,363252,Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
165,95593,497127,11900,7245,64.3,16202,15054,1148,43037,0.45,0.55,100000,0.1,0,475608,Dining increased by 64%. Goal reach in 0.1 months. Excellent budget discipline!
166,78251,260186,7160,9746,-26.5,13018,17160,-4142,62227,0.8,0.2,1000000,59.2,739814,229072,Great! Shopping reduced by ₹4142. Goal reach in 59.2 months. High risk: Expense ratio at 70%+. Reduce wants.
167,187774,410789,10072,9864,2.1,20884,16886,3998,55519,0.3,0.7,500000,3.2,89211,383030,Goal reach in 3.2 months. Excellent budget discipline!
168,74536,133068,3216,2906,10.7,1835,1743,92,48875,0.66,0.34,1000000,37.9,866932,108630,Goal reach in 37.9 months. Excellent budget discipline!
169,69103,416545,10499,11058,-5.1,7494,7069,425,59118,0.86,0.14,500000,41.7,83455,386986,Goal reach in 41.7 months. High risk: Expense ratio at 70%+. Reduce wants.
170,188883,52196,10643,9232,15.3,24637,20332,4305,59039,0.31,0.69,1000000,7.6,947804,22676,Goal reach in 7.6 months. Excellent budget discipline!
171,99685,335748,6590,6437,2.4,20595,24285,-3690,36394,0.37,0.63,500000,6.8,164252,317551,Great! Shopping reduced by ₹3690. Goal reach in 6.8 months. Excellent budget discipline!
172,97392,156093,9118,9643,-5.4,1949,2446,-497,30550,0.31,0.69,100000,1.0,0,140818,Goal reach in 1.0 months. Excellent budget discipline!
173,153250,316889,14031,17140,-18.1,11272,15324,-4052,40032,0.26,0.74,100000,0.3,0,296873,Great! Shopping reduced by ₹4052. Goal reach in 0.3 months. Excellent budget discipline!
174,118536,432954,12751,13482,-5.4,14082,13248,834,59902,0.51,0.49,1000000,15.6,567046,403003,Goal reach in 15.6 months. Excellent budget discipline!
175,146938,430844,13429,12742,5.4,13142,13120,22,65202,0.44,0.56,50000,0.1,0,398243,Goal reach in 0.1 months. Excellent budget discipline!
176,191265,197099,7973,8106,-1.6,15198,12848,2350,61537,0.32,0.68,500000,3.6,302901,166330,Goal reach in 3.6 months. Excellent budget discipline!
177,118261,37872,4166,5732,-27.3,5733,6805,-1072,30131,0.25,0.75,500000,5.6,462128,22806,Goal reach in 5.6 months. Excellent budget discipline!
178,137879,17409,12864,16258,-20.9,6173,8305,-2132,37511,0.27,0.73,500000,4.9,482591,-1346,Great! Shopping reduced by ₹2132. Goal reach in 4.9 months. Excellent budget discipline!
179,36652,164810,3499,2508,39.5,2924,2442,482,25229,0.69,0.31,50000,1.5,0,152196,Dining increased by 39%. Goal reach in 1.5 months. Excellent budget discipline!
180,154767,423243,3855,4366,-11.7,4130,5040,-910,43518,0.28,0.72,500000,3.7,76757,401484,Goal reach in 3.7 months. Excellent budget discipline!
181,122938,340284,12220,16833,-27.4,9916,11143,-1227,42334,0.34,0.66,1000000,11.6,659716,319117,Goal reach in 11.6 months. Excellent budget discipline!
182,76971,369292,9448,11400,-17.1,2156,1584,572,32313,0.42,0.58,100000,0.6,0,353136,Goal reach in 0.6 months. Excellent budget discipline!
183,188089,122359,11131,9566,16.4,22590,20115,2475,56146,0.3,0.7,50000,0.2,0,94286,Goal reach in 0.2 months. Excellent budget discipline!
184,63266,6923,14852,9856,50.7,1154,717,437,34321,0.54,0.46,50000,1.7,43077,-10238,Dining increased by 51%. Goal reach in 1.7 months. Excellent budget discipline!
185,51779,357799,13584,9960,36.4,12314,7694,4620,40860,0.79,0.21,50000,0.1,0,337369,Dining increased by 36%. Goal reach in 0.1 months. High risk: Expense ratio at 70%+. Reduce wants.
186,130519,135526,8489,5428,56.4,18257,15503,2754,40033,0.31,0.69,500000,5.2,364474,115510,Dining increased by 56%. Goal reach in 5.2 months. Excellent budget discipline!
187,135179,47700,7129,6762,5.4,23958,32134,-8176,63286,0.47,0.53,500000,6.8,452300,16057,Great! Shopping reduced by ₹8176. Goal reach in 6.8 months. Excellent budget discipline!
188,162319,414288,10339,9236,11.9,5730,4231,1499,32233,0.2,0.8,100000,0.1,0,398172,Goal reach in 0.1 months. Excellent budget discipline!
189,144868,97239,2189,2283,-4.1,15206,14022,1184,49557,0.34,0.66,1000000,10.3,902761,72460,Goal reach in 10.3 months. Excellent budget discipline!
190,62550,412586,2347,2581,-9.1,5798,3808,1990,18607,0.3,0.7,1000000,20.9,587414,403282,Goal reach in 20.9 months. Excellent budget discipline!
191,117989,62326,12112,13562,-10.7,19633,19737,-104,45655,0.39,0.61,500000,6.7,437674,39498,Goal reach in 6.7 months. Excellent budget discipline!
192,107249,208891,8617,6477,33.0,10586,13121,-2535,46238,0.43,0.57,50000,0.1,0,185772,Dining increased by 33%. Great! Shopping reduced by ₹2535. Goal reach in 0.1 months. Excellent budget discipline!
193,95988,190037,3302,3978,-17.0,7515,9736,-2221,44115,0.46,0.54,50000,0.2,0,167980,Great! Shopping reduced by ₹2221. Goal reach in 0.2 months. Excellent budget discipline!
194,136020,475993,6071,5740,5.8,22645,18105,4540,67664,0.5,0.5,1000000,13.2,524007,442161,Goal reach in 13.2 months. Excellent budget discipline!
195,147653,492389,8812,7265,21.3,19755,25981,-6226,61721,0.42,0.58,100000,0.1,0,461528,Great! Shopping reduced by ₹6226. Goal reach in 0.1 months. Excellent budget discipline!
196,137445,322962,10303,11330,-9.1,10656,7522,3134,54834,0.4,0.6,1000000,11.3,677038,295545,Goal reach in 11.3 months. Excellent budget discipline!
197,148842,472306,5492,6390,-14.1,12882,9382,3500,39836,0.27,0.73,100000,0.1,0,452388,Goal reach in 0.1 months. Excellent budget discipline!
198,80303,93077,8146,6180,31.8,24382,27762,-3380,77360,0.96,0.04,500000,163.6,406923,54397,Dining increased by 32%. Great! Shopping reduced by ₹3380. Goal reach in 163.6 months. High risk: Expense ratio at 70%+. Reduce wants.
199,88462,479397,6051,5570,8.6,14738,10299,4439,53183,0.6,0.4,100000,0.1,0,452806,Goal reach in 0.1 months. Excellent budget discipline!
200,179330,378241,6024,7987,-24.6,13496,9879,3617,30263,0.17,0.83,100000,0.2,0,363110,Goal reach in 0.2 months. Excellent budget discipline!
201,172575,50935,10385,11736,-11.5,14633,10120,4513,41108,0.24,0.76,500000,3.7,449065,30381,Goal reach in 3.7 months. Excellent budget discipline!
202,48000,490459,8014,5186,54.5,23868,28648,-4780,67556,1.41,0.0,1000000,-1.0,1000000,456681,Dining increased by 55%. Great! Shopping reduced by ₹4780. Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
203,183928,208814,12323,12725,-3.2,10476,7950,2526,59830,0.33,0.67,500000,3.7,291186,178899,Goal reach in 3.7 months. Excellent budget discipline!
204,73558,174188,14323,15624,-8.3,10510,11802,-1292,63847,0.87,0.13,1000000,99.4,825812,142264,Goal reach in 99.4 months. High risk: Expense ratio at 70%+. Reduce wants.
205,124320,457023,13142,16582,-20.7,4117,3400,717,60591,0.49,0.51,1000000,14.3,542977,426728,Goal reach in 14.3 months. Excellent budget discipline!
206,74187,184418,7847,7887,-0.5,9174,6988,2186,32079,0.43,0.57,50000,0.3,0,168378,Goal reach in 0.3 months. Excellent budget discipline!
207,56783,363096,12400,8815,40.7,12353,14972,-2619,42351,0.75,0.25,50000,0.1,0,341920,Dining increased by 41%. Great! Shopping reduced by ₹2619. Goal reach in 0.1 months. High risk: Expense ratio at 70%+. Reduce wants.
208,172297,20331,2681,3136,-14.5,21972,15529,6443,67181,0.39,0.61,1000000,9.5,979669,-13260,Goal reach in 9.5 months. Excellent budget discipline!
209,78772,326645,13313,16045,-17.0,14304,10207,4097,52520,0.67,0.33,500000,16.6,173355,300385,Goal reach in 16.6 months. Excellent budget discipline!
210,131646,219468,13067,15750,-17.0,22196,21100,1096,51337,0.39,0.61,50000,0.1,0,193800,Goal reach in 0.1 months. Excellent budget discipline!
211,63418,363259,6705,8241,-18.6,7194,9460,-2266,24180,0.38,0.62,500000,10.9,136741,351169,Great! Shopping reduced by ₹2266. Goal reach in 10.9 months. Excellent budget discipline!
212,91415,67456,12017,13557,-11.4,11563,12775,-1212,56050,0.61,0.39,50000,1.0,0,39431,Goal reach in 1.0 months. Excellent budget discipline!
213,92534,197092,2588,3562,-27.3,21670,27810,-6140,47254,0.51,0.49,1000000,21.2,802908,173465,Great! Shopping reduced by ₹6140. Goal reach in 21.2 months. Excellent budget discipline!
214,99965,68342,7878,8019,-1.8,7877,10330,-2453,49270,0.49,0.51,100000,1.7,31658,43707,Great! Shopping reduced by ₹2453. Goal reach in 1.7 months. Excellent budget discipline!
215,98101,294637,4900,4086,19.9,21737,21913,-176,48962,0.5,0.5,500000,9.0,205363,270156,Goal reach in 9.0 months. Excellent budget discipline!
216,50769,258984,12947,8709,48.7,8846,9512,-666,44502,0.88,0.12,50000,0.1,0,236733,Dining increased by 49%. Goal reach in 0.1 months. High risk: Expense ratio at 70%+. Reduce wants.
217,98881,345449,12973,14410,-10.0,16470,21653,-5183,45145,0.46,0.54,100000,0.6,0,322876,Great! Shopping reduced by ₹5183. Goal reach in 0.6 months. Excellent budget discipline!
218,84639,447215,6757,8958,-24.6,20158,21741,-1583,51295,0.61,0.39,1000000,27.3,552785,421568,Goal reach in 27.3 months. Excellent budget discipline!
219,64461,69713,4990,5686,-12.2,1772,1294,478,23343,0.36,0.64,100000,2.1,30287,58042,Goal reach in 2.1 months. Excellent budget discipline!
220,174459,239970,9722,6241,55.8,19426,23462,-4036,45768,0.26,0.74,1000000,7.4,760030,217086,Dining increased by 56%. Great! Shopping reduced by ₹4036. Goal reach in 7.4 months. Excellent budget discipline!
221,194303,93560,6639,8981,-26.1,6609,5569,1040,55227,0.28,0.72,100000,0.6,0,65946,Goal reach in 0.6 months. Excellent budget discipline!
222,126322,18659,4752,5173,-8.1,5661,6880,-1219,52502,0.42,0.58,1000000,13.5,981341,-7592,Goal reach in 13.5 months. Excellent budget discipline!
223,131798,491004,7155,9952,-28.1,13425,13601,-176,47751,0.36,0.64,1000000,10.7,508996,467128,Goal reach in 10.7 months. Excellent budget discipline!
224,48364,38656,7305,7315,-0.1,6949,9118,-2169,37243,0.77,0.23,100000,8.3,61344,20034,Great! Shopping reduced by ₹2169. Goal reach in 8.3 months. High risk: Expense ratio at 70%+. Reduce wants.
225,189262,35565,9577,6684,43.3,16529,22085,-5556,50689,0.27,0.73,500000,3.6,464435,10220,Dining increased by 43%. Great! Shopping reduced by ₹5556. Goal reach in 3.6 months. Excellent budget discipline!
226,154657,460331,10001,8205,21.9,5592,6808,-1216,31178,0.2,0.8,500000,3.3,39669,444742,Goal reach in 3.3 months. Excellent budget discipline!
227,161225,212992,4349,5111,-14.9,16394,13378,3016,60176,0.37,0.63,50000,0.1,0,182904,Goal reach in 0.1 months. Excellent budget discipline!
228,148411,251915,6568,8484,-22.6,2991,2426,565,27579,0.19,0.81,1000000,7.9,748085,238126,Goal reach in 7.9 months. Excellent budget discipline!
229,74956,452551,7226,7394,-2.3,21079,24167,-3088,56768,0.76,0.24,50000,0.1,0,424167,Great! Shopping reduced by ₹3088. Goal reach in 0.1 months. High risk: Expense ratio at 70%+. Reduce wants.
230,58034,100229,11064,13941,-20.6,11303,9317,1986,35756,0.62,0.38,500000,21.5,399771,82351,Goal reach in 21.5 months. Excellent budget discipline!
231,39749,298654,4034,4014,0.5,5641,3856,1785,43562,1.1,0.0,100000,-1.0,100000,276873,Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
232,100593,358447,8938,8791,1.7,3148,3001,147,47326,0.47,0.53,1000000,17.4,641553,334784,Goal reach in 17.4 months. Excellent budget discipline!
233,195415,47936,11914,8932,33.4,8135,9392,-1257,58222,0.3,0.7,100000,0.7,0,18825,Dining increased by 33%. Goal reach in 0.7 months. Excellent budget discipline!
234,74972,399176,6342,7548,-16.0,24128,16472,7656,49740,0.66,0.34,100000,0.8,0,374306,Goal reach in 0.8 months. Excellent budget discipline!
235,66203,199736,2626,2545,3.2,2704,3277,-573,21624,0.33,0.67,100000,1.3,0,188924,Goal reach in 1.3 months. Excellent budget discipline!
236,143619,447055,7048,6800,3.6,23328,29379,-6051,70521,0.49,0.51,50000,0.1,0,411794,Great! Shopping reduced by ₹6051. Goal reach in 0.1 months. Excellent budget discipline!
237,87454,52734,9031,10887,-17.0,3544,4917,-1373,32013,0.37,0.63,50000,0.7,0,36728,Goal reach in 0.7 months. Excellent budget discipline!
238,190886,226604,8977,11902,-24.6,16106,14439,1667,37515,0.2,0.8,50000,0.1,0,207846,Goal reach in 0.1 months. Excellent budget discipline!
239,120918,336841,14859,20232,-26.6,22842,21897,945,78028,0.65,0.35,1000000,21.7,663159,297827,Goal reach in 21.7 months. Excellent budget discipline!
240,74469,218303,9931,12235,-18.8,9944,10006,-62,41552,0.56,0.44,500000,13.9,281697,197527,Goal reach in 13.9 months. Excellent budget discipline!
241,62866,202745,9985,8563,16.6,23092,29303,-6211,60468,0.96,0.04,500000,191.6,297255,172511,Great! Shopping reduced by ₹6211. Goal reach in 191.6 months. High risk: Expense ratio at 70%+. Reduce wants.
242,159650,314049,14075,18365,-23.4,16223,9991,6232,57403,0.36,0.64,100000,0.4,0,285348,Goal reach in 0.4 months. Excellent budget discipline!
243,30389,6975,8476,7381,14.8,6060,7706,-1646,26332,0.87,0.13,500000,122.9,493025,-6191,Goal reach in 122.9 months. High risk: Expense ratio at 70%+. Reduce wants.
244,197259,323735,14463,13850,4.4,1419,1110,309,52953,0.27,0.73,100000,0.2,0,297258,Goal reach in 0.2 months. Excellent budget discipline!
245,137113,418748,10938,6755,61.9,15170,11868,3302,37580,0.27,0.73,100000,0.2,0,399958,Dining increased by 62%. Goal reach in 0.2 months. Excellent budget discipline!
246,56848,67451,5435,4813,12.9,22962,17557,5405,36755,0.65,0.35,100000,4.3,32549,49074,Goal reach in 4.3 months. Excellent budget discipline!
247,168137,358204,4346,2995,45.1,3790,3312,478,39961,0.24,0.76,100000,0.2,0,338224,Dining increased by 45%. Goal reach in 0.2 months. Excellent budget discipline!
248,125835,31331,10272,12715,-19.2,9086,9124,-38,45901,0.36,0.64,500000,6.2,468669,8380,Goal reach in 6.2 months. Excellent budget discipline!
249,122471,295891,4088,4289,-4.7,24900,23050,1850,51454,0.42,0.58,100000,0.6,0,270164,Goal reach in 0.6 months. Excellent budget discipline!
250,73482,87835,14923,13632,9.5,10841,6706,4135,42501,0.58,0.42,1000000,31.7,912165,66584,Goal reach in 31.7 months. Excellent budget discipline!
251,111343,388430,12105,12548,-3.5,18382,18694,-312,57789,0.52,0.48,500000,7.9,111570,359536,Goal reach in 7.9 months. Excellent budget discipline!
252,39588,52573,8411,7654,9.9,11815,7608,4207,62168,1.57,0.0,100000,-1.0,100000,21489,Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
253,121915,407992,5398,7152,-24.5,9242,9358,-116,39412,0.32,0.68,500000,5.1,92008,388286,Goal reach in 5.1 months. Excellent budget discipline!
254,91388,164975,7753,7879,-1.6,2713,2118,595,48447,0.53,0.47,100000,1.6,0,140752,Goal reach in 1.6 months. Excellent budget discipline!
255,112829,149228,11428,11926,-4.2,23224,21771,1453,59137,0.52,0.48,100000,1.3,0,119660,Goal reach in 1.3 months. Excellent budget discipline!
256,139722,481086,7112,5373,32.4,1329,1391,-62,38562,0.28,0.72,1000000,8.9,518914,461805,Dining increased by 32%. Goal reach in 8.9 months. Excellent budget discipline!
257,174827,72043,7716,9528,-19.0,13439,16329,-2890,64308,0.37,0.63,1000000,8.9,927957,39889,Great! Shopping reduced by ₹2890. Goal reach in 8.9 months. Excellent budget discipline!
258,148930,212878,3398,4512,-24.7,10059,11313,-1254,40516,0.27,0.73,50000,0.1,0,192620,Goal reach in 0.1 months. Excellent budget discipline!
259,160457,468960,9563,10742,-11.0,8414,8415,-1,52503,0.33,0.67,50000,0.1,0,442708,Goal reach in 0.1 months. Excellent budget discipline!
260,135934,319561,3253,2627,23.8,5593,4704,889,47044,0.35,0.65,100000,0.4,0,296039,Goal reach in 0.4 months. Excellent budget discipline!
261,136953,253416,5540,3646,51.9,4000,4022,-22,41494,0.3,0.7,500000,4.7,246584,232669,Dining increased by 52%. Goal reach in 4.7 months. Excellent budget discipline!
262,133261,93004,3655,4502,-18.8,8521,11540,-3019,37675,0.28,0.72,100000,0.9,0,74166,Great! Shopping reduced by ₹3019. Goal reach in 0.9 months. Excellent budget discipline!
263,50423,175302,14699,12510,17.5,23540,19525,4015,75445,1.5,0.0,500000,-1.0,500000,137580,Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
264,161337,65930,7010,7774,-9.8,8544,10760,-2216,36551,0.23,0.77,500000,3.9,434070,47654,Great! Shopping reduced by ₹2216. Goal reach in 3.9 months. Excellent budget discipline!
265,85578,148913,2334,2083,12.1,1397,1261,136,49530,0.58,0.42,500000,13.0,351087,124148,Goal reach in 13.0 months. Excellent budget discipline!
266,171714,303438,3954,3446,14.7,13837,14676,-839,61107,0.36,0.64,500000,4.0,196562,272884,Goal reach in 4.0 months. Excellent budget discipline!
267,146592,262454,10725,10235,4.8,11072,11133,-61,48616,0.33,0.67,1000000,9.7,737546,238146,Goal reach in 9.7 months. Excellent budget discipline!
268,136070,113534,3010,2874,4.7,11489,13388,-1899,32148,0.24,0.76,50000,0.3,0,97460,Goal reach in 0.3 months. Excellent budget discipline!
269,189228,242171,8550,5618,52.2,14803,12298,2505,61116,0.32,0.68,500000,3.5,257829,211613,Dining increased by 52%. Goal reach in 3.5 months. Excellent budget discipline!
270,70284,113887,14123,10576,33.5,20783,17066,3717,79296,1.13,0.0,500000,-1.0,500000,74239,Dining increased by 34%. Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
271,187510,301990,5270,5472,-3.7,16351,14381,1970,61677,0.33,0.67,500000,3.5,198010,271152,Goal reach in 3.5 months. Excellent budget discipline!
272,44360,322162,8559,9647,-11.3,10421,8629,1792,26202,0.59,0.41,1000000,51.5,677838,309061,Goal reach in 51.5 months. Excellent budget discipline!
273,183713,434037,10872,14337,-24.2,18527,22764,-4237,51011,0.28,0.72,50000,0.1,0,408532,Great! Shopping reduced by ₹4237. Goal reach in 0.1 months. Excellent budget discipline!
274,155625,53624,12558,7983,57.3,11122,8944,2178,31086,0.2,0.8,500000,3.9,446376,38081,Dining increased by 57%. Goal reach in 3.9 months. Excellent budget discipline!
275,105553,30284,11846,9378,26.3,24728,32593,-7865,55754,0.53,0.47,500000,9.9,469716,2407,Great! Shopping reduced by ₹7865. Goal reach in 9.9 months. Excellent budget discipline!
276,89463,78256,3377,4280,-21.1,13093,13639,-546,45644,0.51,0.49,100000,1.9,21744,55434,Goal reach in 1.9 months. Excellent budget discipline!
277,63148,93981,13239,9618,37.6,20738,25134,-4396,78663,1.25,0.0,50000,-1.0,50000,54650,Dining increased by 38%. Great! Shopping reduced by ₹4396. Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
278,68268,244185,6308,7276,-13.3,4704,5927,-1223,43310,0.63,0.37,100000,2.0,0,222530,Goal reach in 2.0 months. Excellent budget discipline!
279,117108,78302,14828,15349,-3.4,4786,5764,-978,63130,0.54,0.46,100000,1.6,21698,46737,Goal reach in 1.6 months. Excellent budget discipline!
280,191928,282845,9097,12415,-26.7,6164,7595,-1431,52665,0.27,0.73,1000000,6.8,717155,256512,Goal reach in 6.8 months. Excellent budget discipline!
281,63008,40513,6379,7493,-14.9,13712,18661,-4949,67122,1.07,0.0,1000000,-1.0,1000000,6952,Great! Shopping reduced by ₹4949. Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
282,193694,169713,5937,7986,-25.7,11992,8530,3462,50234,0.26,0.74,100000,0.5,0,144596,Goal reach in 0.5 months. Excellent budget discipline!
283,122078,377158,11710,9115,28.5,8418,9795,-1377,53917,0.44,0.56,1000000,13.6,622842,350200,Goal reach in 13.6 months. Excellent budget discipline!
284,96539,158237,12478,10338,20.7,23761,21962,1799,54390,0.56,0.44,1000000,23.0,841763,131042,Goal reach in 23.0 months. Excellent budget discipline!
285,69145,442698,12262,13243,-7.4,14550,19527,-4977,48513,0.7,0.3,50000,0.1,0,418442,Great! Shopping reduced by ₹4977. Goal reach in 0.1 months. High risk: Expense ratio at 70%+. Reduce wants.
286,116375,498506,6438,5963,8.0,6731,7271,-540,29039,0.25,0.75,1000000,10.3,501494,483986,Goal reach in 10.3 months. Excellent budget discipline!
287,121753,431544,11490,7155,60.6,22934,16460,6474,69608,0.57,0.43,50000,0.1,0,396740,Dining increased by 61%. Goal reach in 0.1 months. Excellent budget discipline!
288,119004,419741,8381,6113,37.1,10279,10257,22,47141,0.4,0.6,100000,0.2,0,396170,Dining increased by 37%. Goal reach in 0.2 months. Excellent budget discipline!
289,142722,463987,2256,2969,-24.0,13878,13968,-90,41149,0.29,0.71,100000,0.1,0,443412,Goal reach in 0.1 months. Excellent budget discipline!
290,125979,368016,8170,10592,-22.9,12341,7539,4802,32087,0.25,0.75,1000000,9.9,631984,351972,Goal reach in 9.9 months. Excellent budget discipline!
291,101769,219792,9585,9359,2.4,21763,28880,-7117,63536,0.62,0.38,50000,0.2,0,188024,Great! Shopping reduced by ₹7117. Goal reach in 0.2 months. Excellent budget discipline!
292,106444,458157,2648,1877,41.1,4943,4868,75,24488,0.23,0.77,50000,0.1,0,445913,Dining increased by 41%. Goal reach in 0.1 months. Excellent budget discipline!
293,197827,264342,12454,8926,39.5,13451,8930,4521,47644,0.24,0.76,50000,0.1,0,240520,Dining increased by 40%. Goal reach in 0.1 months. Excellent budget discipline!
294,199335,355684,5718,5082,12.5,23049,18197,4852,58657,0.29,0.71,500000,3.0,144316,326356,Goal reach in 3.0 months. Excellent budget discipline!
295,156074,187907,4325,5123,-15.6,21239,14866,6373,35134,0.23,0.77,100000,0.5,0,170340,Goal reach in 0.5 months. Excellent budget discipline!
296,107024,204234,9017,12251,-26.4,9669,5845,3824,58088,0.54,0.46,50000,0.2,0,175190,Goal reach in 0.2 months. Excellent budget discipline!
297,177171,303381,6471,5911,9.5,18679,24786,-6107,52890,0.3,0.7,1000000,7.6,696619,276936,Great! Shopping reduced by ₹6107. Goal reach in 7.6 months. Excellent budget discipline!
298,107004,322889,10642,14281,-25.5,9207,6982,2225,42125,0.39,0.61,100000,0.5,0,301826,Goal reach in 0.5 months. Excellent budget discipline!
299,185229,42296,12943,9184,40.9,11047,7057,3990,50211,0.27,0.73,100000,0.7,0,17190,Dining increased by 41%. Goal reach in 0.7 months. Excellent budget discipline!
300,74047,397706,9592,9315,3.0,22094,20746,1348,44731,0.6,0.4,100000,0.7,0,375340,Goal reach in 0.7 months. Excellent budget discipline!
301,170020,79049,3559,4784,-25.6,22908,25341,-2433,38718,0.23,0.77,100000,0.6,0,59690,Great! Shopping reduced by ₹2433. Goal reach in 0.6 months. Excellent budget discipline!
302,91845,342447,8887,9068,-2.0,14672,18691,-4019,44459,0.48,0.52,100000,0.7,0,320218,Great! Shopping reduced by ₹4019. Goal reach in 0.7 months. Excellent budget discipline!
303,42469,255628,8087,7190,12.5,9293,12797,-3504,38580,0.91,0.09,50000,0.1,0,236338,Great! Shopping reduced by ₹3504. Goal reach in 0.1 months. High risk: Expense ratio at 70%+. Reduce wants.
304,194531,172453,8705,7686,13.3,9292,11850,-2558,42378,0.22,0.78,1000000,6.3,827547,151264,Great! Shopping reduced by ₹2558. Goal reach in 6.3 months. Excellent budget discipline!
305,52982,95652,6610,7767,-14.9,19869,14901,4968,36719,0.69,0.31,500000,29.6,404348,77292,Goal reach in 29.6 months. Excellent budget discipline!
306,103016,453900,6621,4589,44.3,24557,16611,7946,55999,0.54,0.46,500000,8.7,46100,425900,Dining increased by 44%. Goal reach in 8.7 months. Excellent budget discipline!
307,171409,361466,12028,15680,-23.3,12132,13481,-1349,67464,0.39,0.61,50000,0.1,0,327734,Goal reach in 0.1 months. Excellent budget discipline!
308,180822,288893,2873,3849,-25.4,11077,7995,3082,36579,0.2,0.8,100000,0.3,0,270604,Goal reach in 0.3 months. Excellent budget discipline!
309,192167,77037,5808,6154,-5.6,4022,5172,-1150,39393,0.2,0.8,1000000,6.4,922963,57340,Goal reach in 6.4 months. Excellent budget discipline!
310,49077,247513,14980,16887,-11.3,24133,31236,-7103,76358,1.56,0.0,1000000,-1.0,1000000,209334,Great! Shopping reduced by ₹7103. Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
311,155210,224443,2775,3395,-18.3,24531,16398,8133,42309,0.27,0.73,100000,0.5,0,203288,Goal reach in 0.5 months. Excellent budget discipline!
312,35501,360722,4958,4984,-0.5,6544,5520,1024,50897,1.43,0.0,1000000,-1.0,1000000,335274,Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
313,178909,384031,12869,12449,3.4,24748,30907,-6159,75736,0.42,0.58,500000,4.1,115969,346163,Great! Shopping reduced by ₹6159. Goal reach in 4.1 months. Excellent budget discipline!
314,104661,20413,5884,4205,39.9,17434,20697,-3263,57875,0.55,0.45,100000,2.1,79587,-8524,Dining increased by 40%. Great! Shopping reduced by ₹3263. Goal reach in 2.1 months. Excellent budget discipline!
315,93699,287418,3595,2367,51.9,18862,16076,2786,47036,0.5,0.5,50000,0.1,0,263900,Dining increased by 52%. Goal reach in 0.1 months. Excellent budget discipline!
316,50309,410062,11342,8364,35.6,5789,3914,1875,40356,0.8,0.2,100000,1.8,0,389884,Dining increased by 36%. Goal reach in 1.8 months. High risk: Expense ratio at 70%+. Reduce wants.
317,72309,489111,9565,7267,31.6,8752,6237,2515,32815,0.45,0.55,100000,0.1,0,472704,Dining increased by 32%. Goal reach in 0.1 months. Excellent budget discipline!
318,108460,339341,2351,3207,-26.7,14917,14976,-59,55131,0.51,0.49,50000,0.1,0,311776,Goal reach in 0.1 months. Excellent budget discipline!
319,191694,39900,8532,6196,37.7,2890,2660,230,29675,0.15,0.85,100000,0.6,0,25062,Dining increased by 38%. Goal reach in 0.6 months. Excellent budget discipline!
320,162858,75937,8351,8020,4.1,14355,16325,-1970,54046,0.33,0.67,50000,0.3,0,48914,Goal reach in 0.3 months. Excellent budget discipline!
321,127650,238794,6923,4396,57.5,5936,7495,-1559,26211,0.21,0.79,50000,0.1,0,225688,Dining increased by 57%. Goal reach in 0.1 months. Excellent budget discipline!
322,196943,235678,10044,9782,2.7,8182,11426,-3244,57650,0.29,0.71,500000,3.3,264322,206853,Great! Shopping reduced by ₹3244. Goal reach in 3.3 months. Excellent budget discipline!
323,84920,119998,11193,15158,-26.2,14912,18440,-3528,44120,0.52,0.48,1000000,23.9,880002,97938,Great! Shopping reduced by ₹3528. Goal reach in 23.9 months. Excellent budget discipline!
324,70882,186721,13693,8573,59.7,4966,3235,1731,58392,0.82,0.18,50000,1.0,0,157525,Dining increased by 60%. Goal reach in 1.0 months. High risk: Expense ratio at 70%+. Reduce wants.
325,146767,54946,8960,9465,-5.3,24227,14931,9296,69643,0.47,0.53,50000,0.5,0,20124,Goal reach in 0.5 months. Excellent budget discipline!
326,51029,275419,14174,11631,21.9,9817,7175,2642,65375,1.28,0.0,100000,-1.0,100000,242732,Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
327,32231,295044,3752,3317,13.1,21025,27341,-6316,49606,1.54,0.0,50000,-1.0,50000,270241,Great! Shopping reduced by ₹6316. Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
328,134599,360043,7325,8570,-14.5,17563,16457,1106,68649,0.51,0.49,100000,0.4,0,325718,Goal reach in 0.4 months. Excellent budget discipline!
