user_id,monthly_income,current_balance,food_expense_monthly,transport_expense_monthly,shopping_expense_monthly,utilities_expense_monthly,rent_bill_upcoming,internet_bill_upcoming,electricity_bill_upcoming,subscription_netflix,subscription_spotify,subscription_prime,other_upcoming_bills,predicted_balance_15_days
1259,39956,26846,5598,3002,4652,6047,5745,686,746,649,0,599,3303,25446.5
1260,107895,24195,11035,3769,6834,3221,5639,1087,2989,199,0,599,2717,52483.0
1261,66240,7606,2573,781,4451,6164,24320,1284,2422,649,179,0,1329,3558.5
1262,57148,5956,6214,5481,6103,1854,3076,968,2682,649,0,299,4533,12497.0
1263,114270,18555,9636,1524,13157,4212,9473,1160,3563,649,119,599,3322,42540.5
1264,24757,20690,3478,5318,7084,3586,13622,1206,1525,649,119,299,2898,3017.5
1265,39097,60502,11705,3903,12862,5840,22888,1375,660,0,0,299,2389,35284.5
1266,30395,50849,8127,1735,4124,3768,21808,1295,2687,649,119,599,748,29264.5
1267,36241,28347,11160,4682,14692,5338,8296,972,2851,0,119,599,523,15171.5
1268,47696,51056,8676,5260,364,4340,21605,1055,1983,0,179,299,654,39809.0
1269,90480,65851,4196,5457,2655,6259,3405,953,2237,649,0,599,4601,89363.5
1270,66163,72211,11703,1285,8600,4228,21513,945,624,199,119,0,4494,64490.5
1271,39816,43850,10166,3817,7433,2619,15308,1181,3484,199,0,0,2953,28615.5
1272,69840,29843,10846,2167,1314,1275,18345,593,2408,499,0,599,3189,31329.0
1273,72853,64320,8050,3508,14902,5103,3397,1235,1870,0,119,299,2108,75937.0
1274,44917,31793,6650,3694,5272,4863,17665,1289,2117,0,179,599,1938,20225.0
1275,116731,41516,10484,5289,218,1714,17560,537,2477,199,179,0,1204,68873.0
1276,41566,19857,6526,4275,14508,3080,22857,1281,3895,0,0,299,4039,-5925.5
1277,95452,21627,6412,2946,4703,1809,13000,981,2954,199,179,599,4082,39424.0
1278,82823,63822,7443,4290,5131,4726,7989,1246,663,499,119,0,4062,79860.5
1279,40806,54248,11780,5850,1539,6568,23310,610,1361,649,119,299,264,35170.5
1280,95520,57798,10787,1033,3433,6023,21328,1389,2787,649,179,0,3334,65254.0
1281,21759,46116,4593,901,13145,4978,11629,909,1736,649,179,599,711,28775.0
1282,61949,77318,11107,4163,1602,1861,8391,667,2696,499,0,599,912,85162.0
1283,112374,30557,8852,629,2704,1036,24783,1065,3131,0,179,0,1734,49241.5
1284,22482,73334,8629,2839,5064,4811,3222,896,3674,499,0,0,1445,64167.5
1285,44442,77163,5869,4871,13788,3081,20994,626,1706,0,119,0,2136,59998.5
1286,53719,44614,9971,3459,3648,1454,10830,1489,1004,0,179,0,331,48374.5
1287,78066,14720,11167,2358,1105,5539,19230,1286,1024,649,0,0,3849,17630.5
1288,113501,59608,11267,3473,5736,4308,23988,541,1903,199,0,299,3834,73202.5
1289,22079,74095,9822,4650,5812,5307,7000,540,2267,199,0,599,151,61583.0
1290,22717,37892,4989,4149,11603,4211,22048,1061,3322,649,0,299,707,8688.5
1291,79676,79242,9062,3286,2488,3655,20449,986,3595,0,119,0,420,84265.5
1292,47952,79606,7340,3597,8808,6825,16487,1398,1200,499,179,299,252,69983.0
1293,106444,2924,11643,4012,12513,1981,24748,1170,3704,649,0,599,998,9203.5
1294,62460,53322,5823,5360,2418,5391,8393,1343,1517,649,179,0,3555,59420.0
1295,110397,28478,5932,1720,27,1151,3603,898,549,499,179,0,292,73241.5
1296,92847,73042,10554,1141,11247,4294,24514,681,3505,0,119,599,1240,75189.5
1297,113607,48418,4429,3814,13282,6315,9295,680,1194,649,179,299,168,78837.5
1298,109106,64217,9444,1223,8207,1599,11380,1440,525,649,119,599,2781,91040.5
1299,38449,75762,9147,5809,11540,2322,10103,1177,3197,0,119,599,36,65346.5
1300,53536,13781,9631,5397,8524,6648,20021,1243,510,499,0,299,1444,1433.0
1301,84077,7515,5598,1237,12770,2511,17546,1217,1307,499,119,299,4391,13117.5
1302,58258,38133,6329,5353,7977,3258,18456,1366,1625,199,0,0,2367,31790.5
1303,68302,78946,8718,1799,4661,1231,21228,963,2558,199,119,0,922,78903.5
1304,48865,11095,11923,3980,10353,3742,17674,549,3683,499,119,0,1820,-3815.5
1305,26645,22470,10218,839,10277,5462,3046,907,3319,199,179,599,2442,11703.5
1306,58000,45129,2092,652,4549,5576,3819,900,3317,199,0,299,4744,54416.5
1307,46737,10531,10500,1921,3953,1571,6807,645,1472,0,179,299,4378,11147.0
1308,31485,39038,2051,3551,10981,2202,22406,797,3738,649,119,0,1662,16017.0
1309,58565,44674,2318,926,4261,2507,4080,644,2954,199,0,599,998,59476.5
1310,45522,31831,7688,4058,8123,2612,6146,515,1568,199,119,599,4181,30024.5
1311,85155,59174,9018,1635,10444,4566,20661,584,1341,0,119,299,4302,61614.0
1312,75168,13279,9210,2872,4973,5040,14926,715,3264,499,179,299,3946,15987.5
1313,72487,40220,5956,3829,8436,2570,18930,981,858,199,0,299,2524,42277.0
1314,32342,62610,8057,1449,10086,6025,18172,551,3101,649,0,299,130,43070.5
1315,60806,54719,8875,1873,1356,2039,18287,1047,784,199,0,599,4231,52903.5
1316,68770,55051,6431,1456,9134,2425,9741,606,2947,649,119,0,3417,62234.0
1317,98623,74013,3525,2201,3467,5081,5217,718,1974,499,0,299,2217,105263.5
1318,119785,58652,9043,3441,6964,1170,24649,1434,2135,199,119,299,3016,76384.5
1319,95629,67524,3278,2982,14842,6151,5886,836,2935,649,119,299,1186,89802.0
1320,72603,8470,10705,1803,14240,6334,16344,1420,3927,649,119,599,4294,878.5
1321,101974,69598,8125,870,7067,1188,11987,870,3331,649,0,0,4834,90289.0
1322,46399,43798,9874,3480,11384,5881,22712,1497,924,499,179,599,2812,22466.0
1323,105382,55473,11925,2796,13570,5678,10293,1309,1529,649,119,0,1517,75763.5
1324,101244,21880,8900,5298,1745,6927,6006,753,2419,0,179,599,4198,46913.0
1325,96534,46439,4500,2625,12697,1599,9958,904,2988,499,0,299,4643,64704.5
1326,75106,16308,5464,3466,10549,5941,13581,1079,855,649,0,299,5,24683.0
1327,50678,37081,4259,4645,3879,5017,7143,1484,3466,499,0,0,710,40218.0
1328,96218,77242,9496,3242,3777,4332,17699,1198,3312,499,0,599,11,91609.5
1329,83230,52383,4659,5588,2115,6301,24901,1135,1053,0,0,0,2150,55427.5
1330,94055,11837,2255,4521,6257,4576,20602,529,2386,649,179,599,1713,23403.0
1331,76373,54151,3502,2864,2267,3389,11018,684,767,499,0,299,4522,68537.5
1332,51480,38824,6656,5730,2267,1953,12952,788,2415,499,0,0,4266,35341.0
1333,105230,35073,7430,5953,9688,6193,11916,858,3539,649,0,0,4184,51910.0
1334,88836,28299,10598,1262,10988,2625,20728,973,1740,0,0,299,3418,32822.5
1335,92258,60861,5176,4562,7086,2870,3137,1484,563,199,0,299,4950,86511.0
1336,59986,32063,3860,1504,4481,5261,23834,1064,2989,649,119,299,3282,22267.0
1337,44160,71453,8158,4255,7465,3024,17156,899,3088,199,119,299,3604,56718.0
1338,105595,70472,7806,3346,929,5329,16381,1188,1798,649,179,299,2647,91423.5
1339,99111,16506,6354,849,7773,6494,24290,1483,969,649,0,299,3596,24040.5
1340,84929,28026,2722,3464,3324,6552,16893,632,3787,499,179,599,3982,35888.5
1341,93506,29672,9579,1186,12692,1640,19360,1001,2519,649,179,599,177,39392.5
1342,54911,40417,11474,5137,4587,6453,22143,1002,2336,0,0,0,2610,25956.0
1343,107127,54413,2613,3626,356,2827,3058,1373,2523,0,0,599,4513,91199.5
1344,51821,67066,5331,4956,4310,5702,20154,1498,2089,649,119,0,553,57765.0
1345,95039,61213,7790,3255,4064,1539,3388,576,1377,499,0,599,3389,90580.5
1346,80535,52971,5116,4024,5499,6563,15116,849,1717,499,119,599,241,63497.5
1347,104458,29281,11004,4124,3841,3365,22806,559,3259,199,179,299,3999,39043.0
1348,32175,30091,11978,3232,12122,5438,10012,954,2560,649,179,599,1379,13461.5
1349,74771,52494,2330,2193,13039,4501,15626,1378,721,199,119,599,1596,58610.0
1350,106925,20610,4212,3392,9018,4947,7852,964,2228,499,119,599,3529,47498.0
1351,86358,3079,11408,4311,5333,4026,19979,810,1919,0,0,299,2004,8708.0
1352,37327,48751,7493,4680,13409,5732,11627,590,1380,499,119,299,1946,35297.5
1353,67057,57432,9232,1184,6671,4537,4982,1430,1338,0,119,599,1300,70380.5
1354,26150,32951,7614,4840,7059,5174,17816,1464,1251,199,0,0,3089,9863.5
1355,24425,61872,7913,3419,665,3496,14060,797,769,499,179,599,3395,46040.0
1356,36032,9235,7913,4256,6853,5286,15401,824,3869,0,119,299,1070,-6485.0
1357,22198,64712,7611,5954,10220,5739,13411,779,2134,199,0,299,4917,39310.0
1358,80500,23473,11432,3783,11883,6582,11209,1210,1231,499,0,0,3784,28950.0
1359,73394,69567,2319,5191,10774,3089,23714,1466,3391,649,119,299,1788,64151.5
1360,40079,34230,10085,4526,553,6605,8429,617,1115,499,179,299,4287,27960.0
1361,56220,70876,6200,1656,13860,4321,15158,1194,1931,199,0,599,1772,65114.5
1362,61874,42644,6791,3561,8519,4581,21076,1409,2612,499,119,0,3805,32335.0
1363,33859,50664,2329,4945,7045,3549,22154,1066,3609,199,179,299,2214,28939.5
1364,70460,47203,10851,2829,9380,2216,7376,770,2575,0,119,299,56,58600.0
1365,51419,68677,8742,1792,7283,5885,24310,1016,1812,499,0,599,237,54062.5
1366,28705,27425,6916,2384,149,4978,22651,600,2402,199,0,599,732,7381.0
1367,62880,71806,3793,2060,13343,1741,21079,887,2784,199,0,599,3889,63340.5
1368,43236,44814,8457,1483,12944,5185,16978,785,3697,649,119,599,2824,26746.5
1369,107955,72219,10125,2567,2853,2714,20970,1479,883,0,0,0,1227,92508.0
1370,105514,51646,7703,2363,10128,6082,15705,552,2873,649,119,599,4237,66531.0
1371,35358,41884,8170,2479,12580,5044,24064,1229,584,649,179,0,2454,16267.5
1372,119713,71322,8644,2236,2736,1647,24831,1340,3296,499,179,299,4911,88192.0
1373,114914,23650,9420,2952,956,3797,24844,1297,745,199,179,299,4305,40676.5
1374,96918,11190,6155,5734,11440,1818,13861,739,2935,199,179,599,767,27796.5
1375,34596,40196,10411,2418,5180,1242,10965,713,3476,199,0,599,3383,28533.5
1376,53572,41449,4611,1200,13900,6995,21652,1115,2813,499,0,599,2424,25780.0
1377,98757,41661,7691,4546,8607,5314,13248,860,3308,499,119,299,3424,56203.5
1378,21279,31709,4593,2573,11646,5104,17220,863,1303,0,179,299,4548,5978.5
1379,83197,77179,2095,5161,2645,5525,10461,1233,3776,649,179,299,713,93754.5
1380,82516,11943,11180,4253,3774,4877,15821,1351,2775,0,119,0,85,21008.0
1381,27083,45240,11304,894,14342,1012,22870,1359,739,0,119,299,1578,18041.5
1382,37771,47760,8041,2456,5013,6894,16410,1200,1596,499,119,599,2016,33004.5
1383,49975,23042,7063,3548,84,4017,22133,826,887,199,119,0,3486,13023.5
1384,65648,45894,10437,3952,13244,1689,4405,1335,2925,499,179,0,3427,51287.0
1385,68285,8869,5349,1022,13709,6878,14179,975,2759,499,0,0,3714,7406.5
1386,39063,63078,9644,2062,1935,4138,6575,1322,3342,499,179,299,4739,56765.0
1387,87642,58759,8560,3409,14082,4740,5727,1110,1175,0,119,299,1271,77483.5
1388,110093,46306,7247,5702,9608,1676,9487,596,3196,199,0,299,3813,71646.0
1389,106143,57371,7356,3349,9262,4574,17760,826,670,499,179,299,1624,76315.0
1390,57599,22918,6077,1049,11604,6100,9291,572,1675,0,119,599,2408,24638.5
1391,71920,30379,6898,1968,9713,5303,5501,1493,2200,499,0,0,4845,39860.0
1392,48529,4962,3417,1332,6749,2323,20321,755,1308,649,0,0,2851,-3568.0
1393,55954,15851,10846,4982,1501,3865,13272,1242,2651,199,119,0,1397,14351.0
1394,47856,47747,2110,5558,12283,2002,4755,669,3793,0,0,0,1965,49516.5
1395,22573,54349,10281,1921,6569,3502,6390,1493,1805,649,179,0,4156,39827.0
1396,98344,72832,10954,785,2473,2765,8816,832,3959,499,179,599,3241,95390.5
1397,55367,58356,9391,3245,735,2553,20600,656,2919,649,179,599,1530,50945.5
1398,119608,16745,7132,4265,2838,6778,20587,918,628,649,0,0,774,42486.5
1399,80774,7730,4504,4964,2562,3291,4890,1440,3975,0,0,0,2461,27690.5
1400,43752,15921,11656,1945,13440,2985,14223,957,2767,199,119,299,115,4105.0
1401,75029,73138,10289,1966,3906,5866,16829,1233,1696,199,119,0,1349,78214.0
1402,37685,21023,7239,2276,1272,1237,10688,1375,971,0,0,599,2745,17475.5
1403,71693,47349,2292,4155,4836,4317,9500,1357,2383,499,179,299,3243,57935.5
1404,75961,43979,3734,1414,1862,3392,9716,598,3535,649,0,599,2847,58814.5
1405,96908,24837,7120,787,4226,4555,6746,1231,3155,199,179,299,626,52512.0
1406,94532,16997,8393,4690,9955,2584,21579,1424,2025,199,119,299,4618,21189.0
1407,101994,47039,4196,2588,14000,2307,24049,743,3623,649,0,0,1639,55787.5
1408,76133,22923,5466,4926,12610,3085,16014,1465,2641,499,0,599,2222,24506.0
1409,117425,10876,3906,2304,9014,2819,18675,1270,2099,649,0,599,2945,34330.0
1410,81268,62973,3721,1678,542,1031,12193,976,1544,0,179,0,2421,82808.0
1411,112201,4887,3816,3051,6209,1291,23782,940,2653,0,119,299,4727,21284.0
1412,58243,65723,10444,4870,2765,4686,6629,693,2371,499,179,299,236,72556.0
1413,77384,44422,6227,2088,7268,5387,10766,874,1723,199,119,599,3057,55292.0
1414,51653,53413,7775,2456,14143,2642,9147,1161,2367,199,179,0,967,51711.5
1415,46657,4841,5849,2275,10270,6501,18113,866,1875,499,119,0,4538,-10288.0
1416,59952,30756,7228,5362,884,1577,17442,654,3852,499,179,599,2831,27150.5
1417,42180,73576,8849,1487,12478,6257,17410,998,1805,0,0,299,3927,55691.5
1418,117432,12304,3058,1703,3649,4909,4063,1033,1111,0,179,299,1019,56656.5
1419,98411,32341,4322,3830,12702,2223,11830,957,3396,499,0,0,2006,51320.0
1420,21622,6758,10378,1619,14126,5076,13934,1127,2062,199,0,299,2893,-18544.5
1421,68756,19010,2948,696,6890,3652,12334,612,3816,649,0,299,1562,27023.0
1422,60809,62758,10179,4475,14101,1446,13312,1444,1447,649,179,299,841,59891.0
1423,36725,33658,6359,1025,3571,4419,6275,1222,2098,649,0,599,4730,28760.5
1424,81396,51002,7660,5227,3933,5373,3976,523,1353,0,179,0,2203,72369.5
1425,71226,3375,9254,1910,5856,4041,15383,782,2409,499,119,599,812,7854.5
1426,101182,24092,10401,5003,3666,3579,14406,791,2976,199,179,599,3899,40309.5
1427,102565,2490,4093,1792,13357,6920,14739,862,2477,0,179,299,3761,18374.5
1428,49402,5729,3563,1694,9913,2422,7069,900,1561,499,179,0,3197,8229.0
1429,24263,7974,10217,2448,8566,6079,18604,1067,1942,499,119,299,1709,-17788.5
1430,116523,23398,2174,4155,557,3609,17612,765,801,649,119,0,1064,55402.0
1431,66828,36650,3334,5286,9472,4081,19334,553,1138,649,119,299,4281,32604.5
1432,67924,23292,2321,2717,11615,6668,9402,1348,570,199,0,0,2508,31566.5
1433,94182,5159,7698,4754,6040,1058,15333,1119,2422,199,179,0,1718,21505.0
1434,113065,64766,7604,4080,13884,4159,3345,1213,1145,649,179,299,3332,96273.0
1435,79052,19065,8742,1517,1128,1458,7942,1213,2288,649,0,299,2593,37184.5
1436,31664,23638,9436,3653,1360,1103,22326,921,3072,499,0,599,1472,2805.0
1437,55737,3073,10524,5676,11789,5926,20460,1348,673,199,179,599,698,-10172.0
1438,109563,48511,7674,4090,5420,1788,12363,1394,2498,499,0,0,944,76108.5
1439,49373,31320,7002,4707,9292,1741,6770,973,589,199,0,299,136,35669.5
1440,56397,71876,2910,4569,9726,4406,14353,1229,2915,199,119,299,1225,68930.0
1441,106145,36924,2949,547,5349,2572,11424,742,3348,0,0,599,4988,63187.0
1442,58709,42734,7425,4163,13990,3701,14990,853,3778,649,0,299,2702,34178.0
1443,81120,70116,4514,4971,2625,5650,11048,887,3633,0,179,0,4716,81333.0
1444,39250,42025,9701,1327,12319,5723,15099,677,2866,199,0,0,2204,26070.0
1445,41172,4159,2100,5222,9823,4412,14891,974,1323,499,0,0,3326,-7046.5
1446,31555,50940,6646,5622,57,6203,18573,1072,1050,199,0,599,2228,33732.5
1447,107410,78976,8945,2589,9319,3976,19834,904,559,0,119,0,2456,96394.5
1448,98617,16678,4400,2556,8503,3134,12554,535,1628,649,179,599,4948,35598.0
1449,73276,63075,7801,1318,11909,1427,3350,857,1762,499,119,599,3802,77497.5
1450,77492,49204,4343,5252,5848,6922,12500,1057,1985,199,0,0,3099,57927.5
1451,73002,14021,2352,4484,10193,2944,7004,1106,626,199,179,599,3734,27088.5
1452,109599,8772,4955,4180,2737,6973,14117,826,582,649,179,599,4966,32231.0
1453,92355,69163,3018,2311,5493,6255,24062,543,1743,199,0,0,4707,75548.0
1454,111248,75755,3179,5385,14070,2271,19628,819,3979,199,119,0,1538,92644.5
1455,44762,25464,7193,3614,3877,5979,24029,1237,1445,649,0,599,1568,7986.5
1456,31046,53137,5536,5750,2282,5581,16015,1157,2140,0,119,599,3270,35785.5
1457,116999,32232,4502,2129,6786,6521,7734,971,2452,0,0,299,4164,65142.5
1458,48769,63497,5819,2043,11375,5699,15871,768,2495,0,179,0,601,55499.5
1459,73302,76024,8855,4079,5508,1411,18162,1024,3133,0,179,299,2064,77887.5
1460,43150,53448,2979,2404,1431,2931,19824,524,3194,499,119,599,4974,40417.5
1461,88247,2901,2976,1936,11317,3495,14737,1272,1389,499,0,299,3906,15060.5
1462,24853,4881,11563,5531,13089,1246,12659,1139,1073,649,119,599,545,-15190.0
1463,114613,31863,4280,3817,12526,3817,19795,1050,1012,649,179,299,183,53782.5
1464,109399,7622,7897,4020,1775,3171,3813,656,3650,649,179,599,837,43507.0
1465,41792,3378,2107,3559,9510,4331,24062,1375,2409,499,119,599,1892,-16434.5
1466,79129,73186,11164,4616,4207,3924,21114,684,564,199,119,599,1388,76128.0
1467,94478,47201,3626,1498,11351,6718,9643,673,2464,499,119,0,1941,67504.5
1468,87298,61251,10895,1931,14811,3060,16269,1428,2730,0,119,599,1457,66949.5
1469,51987,74572,8229,5052,14639,4334,21358,1483,1589,0,119,0,3270,56619.5
1470,35850,41255,8877,3561,9520,5895,3549,893,3382,199,0,599,2800,33831.5
1471,32112,65212,2874,764,4385,1944,17452,685,3779,649,119,299,3303,49998.5
1472,44058,52210,7543,4231,6351,3247,21321,780,2601,499,119,599,2770,34864.0
1473,65420,24499,5809,2774,3974,6361,3203,1085,1744,199,179,599,1453,39288.0
1474,58890,53628,4107,4375,5905,2262,18718,794,2783,199,179,299,3635,48141.5
1475,86017,63360,11465,3817,4677,6284,6588,1027,1388,499,0,599,3286,79860.0
1476,67304,6603,2559,2546,4465,1175,5536,687,1111,199,119,599,1172,25459.5
1477,52921,14632,10308,3644,8411,2052,11298,911,3506,649,119,599,1711,10092.0
1478,21524,32607,6969,3721,3302,3724,23195,1471,937,499,179,299,780,7151.0
1479,35048,67756,5046,3640,6945,3582,5701,1183,3551,499,179,599,1028,62933.5
1480,55111,48994,2043,5564,11058,2317,15089,685,1626,199,179,0,4723,43557.5
1481,57904,65382,2508,5400,10088,5572,13411,1043,1959,649,119,0,2250,63119.0
1482,74912,72354,8107,1753,12636,6811,10825,1074,3241,649,119,0,4149,75099.5
1483,54008,58344,5439,1222,2302,4367,8974,1360,3510,0,0,0,4383,60456.0
1484,20060,55775,5928,5691,12739,2674,23320,800,1944,499,179,299,3669,21579.0
1485,94666,9349,7411,5597,6285,1333,7090,808,3679,0,179,599,1068,32946.0
1486,103559,73154,2916,583,12376,6367,13559,688,1023,649,179,0,283,97431.5
1487,75337,29464,2798,5335,4966,2264,12252,1317,1966,649,179,599,832,41657.0
1488,33350,44624,6971,3870,13447,4177,5546,910,2951,0,179,599,4677,32204.5
1489,44354,39344,3760,4319,3726,3945,6736,1037,2890,499,119,299,3488,38578.0
1490,65186,26299,5275,3864,2042,6026,17600,886,1299,0,119,599,4367,25418.5
1491,48145,49975,2818,2257,14162,5780,4672,1357,3898,649,179,0,3212,47572.0
1492,54020,3462,7040,4818,8714,5656,3401,1050,2761,649,179,0,916,8402.0
1493,106123,42581,5065,3280,10899,5218,18322,692,1523,199,119,299,570,61687.5
1494,95186,73289,5259,3787,2998,6154,14191,662,2079,199,119,0,2799,91734.0
1495,105469,16175,2906,2952,7971,3665,7313,552,821,0,0,0,2094,49382.5
1496,40581,8191,2602,5788,12113,5935,17665,974,3649,199,119,299,3238,-10880.5
1497,108929,68537,6295,828,909,1415,14644,673,3626,649,0,299,4567,93820.0
1498,43051,49645,11983,925,12729,1707,14826,695,3331,499,179,0,4906,33062.5
1499,71474,25283,5527,1269,4133,3684,19471,710,3403,499,179,299,620,28532.5
1500,111748,61123,6543,5815,1880,4366,19303,1289,3642,0,179,299,4772,78211.0
1501,89626,32024,3811,4475,11471,4503,9279,1199,3639,199,119,0,770,49502.0
1502,26960,51630,11032,1107,12497,5442,21589,889,679,0,119,0,4793,22002.0
1503,55772,32734,9963,2352,2560,6819,5967,807,2927,199,179,299,3347,36048.0
1504,41520,2515,7249,3172,7527,3559,7250,956,3480,499,179,599,1614,-2055.5
1505,69481,68727,6615,2624,5696,5944,22918,830,2204,199,0,599,64,66214.0
1506,56408,48216,11228,1800,3072,4971,6238,1225,949,199,119,0,3698,53456.5
1507,114006,73833,10916,5515,12018,5630,11513,994,1784,0,119,0,201,99185.5
1508,77134,60755,8766,965,13268,3957,5738,828,2160,499,0,599,4237,71783.0
1509,40491,29856,11179,2464,4476,2729,7936,528,2678,199,179,299,3169,24689.5
1510,21341,75870,2802,2445,11067,2901,4836,1182,1757,499,179,599,2864,65017.0
1511,64623,26162,4582,5779,13848,5759,21943,621,1403,199,119,599,1157,17448.5
1512,110327,8008,8445,3039,11098,2041,4568,957,1677,499,119,0,2309,40731.0
1513,20338,9987,5837,2860,4489,1026,13514,917,829,199,179,299,101,-2988.0
1514,91431,64532,10718,2539,13361,3583,17047,658,1136,649,0,599,376,74682.0
1515,32254,5332,3665,1684,4491,2052,7720,1097,2389,499,0,299,205,3304.0
1516,71860,68323,11330,4434,14064,2674,10957,1313,2414,649,0,0,3724,68945.0
1517,31344,40990,10651,3717,14367,4055,14155,1015,2600,649,119,599,4856,16274.0
1518,21750,11873,8975,3282,8736,2658,11544,501,2367,649,0,0,2057,-6195.5
1519,74756,38444,4552,1277,6855,5735,9525,1144,3015,199,119,599,3663,48348.5
1520,87957,37340,9475,3879,7401,4951,19083,801,3187,499,119,299,1634,42843.5
1521,78053,7033,4808,2918,3097,4188,10935,578,912,199,179,0,1060,24691.0
1522,90855,75324,7633,4577,11817,2741,9737,1158,3585,199,179,299,2823,89387.5
1523,35896,17689,8096,4762,3505,5087,5540,1177,3043,499,0,599,889,13165.0
1524,75761,2066,10823,2939,1084,5137,23203,814,2040,0,0,0,1562,2336.0
1525,82552,47246,4456,5331,552,4231,20218,1474,2915,199,119,299,3195,52818.0
1526,97454,9533,11173,5520,5560,2714,22708,1249,3086,649,179,299,4498,13108.5
1527,110600,72152,7423,5769,1153,4196,20013,827,3184,199,179,599,810,92370.5
1528,47935,61658,6317,2489,12130,4331,5986,775,1975,0,119,0,1058,63079.0
1529,57641,40498,3556,1566,5473,4347,17958,1215,2064,649,0,299,1260,38402.5
1530,49711,13772,4205,1444,2245,2986,23166,951,1014,199,0,0,2546,5311.5
1531,90342,51036,5955,528,1686,4544,9485,1064,980,499,119,0,511,77192.5
1532,32182,60531,11113,2397,5835,1701,24790,985,2961,649,179,0,1846,34689.0
1533,107833,14940,8805,5650,693,2454,22852,606,2775,0,119,0,4412,29291.5
1534,76276,18932,2404,2197,7538,4786,14772,1066,2684,199,119,599,4398,24770.5
1535,39541,58827,3620,3314,8091,6347,13152,745,3811,499,0,299,1125,48280.5
1536,114457,63431,4952,3865,11982,3471,15531,1434,3338,649,179,0,3660,83733.5
1537,102310,26648,10080,2988,14482,6014,24659,1388,3382,649,0,299,4177,26467.0
1538,64813,34966,5118,2165,5835,5260,8867,663,3019,499,0,299,657,44179.5
1539,57198,29777,9380,5119,8689,6545,7626,1453,1017,0,179,299,52,32883.5
1540,28820,34567,8630,2070,10287,4044,5262,1026,1984,649,0,599,4440,22501.5
1541,44070,19174,11786,2233,6794,4883,5414,500,804,0,119,0,1108,20416.0
1542,89768,44598,2565,1259,13483,3940,13353,1362,1154,0,119,0,986,61884.5
1543,31122,61199,6799,2657,8804,6161,18559,636,2477,499,179,299,4736,37164.5
1544,100559,15798,9670,1851,12159,2820,15312,650,680,649,119,299,210,34908.5
1545,93543,67364,4868,3976,13626,3802,8240,679,529,199,119,599,4959,85675.5
1546,103441,19558,11049,1768,8567,4795,17053,1421,3519,499,119,599,775,34204.0
1547,61786,63084,11476,2285,805,3463,12049,1243,1264,499,119,299,914,68575.5
1548,114934,46237,10776,4449,920,4371,8122,986,539,0,0,0,4278,79521.0
1549,119804,67497,6327,3107,13162,1335,7993,1199,2734,199,119,599,505,102085.5
1550,26737,2178,8413,898,3604,2924,21876,517,2866,499,179,0,3298,-21608.0
1551,56062,19118,9614,3130,1443,5976,18613,724,3798,0,0,599,1857,11476.5
1552,74237,24616,3245,2946,7048,6549,11211,604,3279,649,119,0,4188,31790.5
1553,71571,2798,10243,2169,13707,6067,16515,1498,1391,0,119,299,4425,-1756.5
1554,45510,9601,2537,738,1545,4860,11997,1217,2871,199,179,599,2237,8217.0
1555,39426,27363,2540,4036,1210,3788,19335,1197,2426,199,0,299,2913,14920.0
1556,57265,4795,2814,4361,13293,5125,5175,564,1442,0,119,599,3001,9731.0
1557,37850,47264,3415,3603,10272,4606,5405,832,1566,649,179,299,260,46051.0
1558,86150,74833,3652,1646,6212,2540,22747,871,3203,199,0,599,709,82555.0
1559,107312,5084,6062,2057,4687,1574,10341,706,3849,199,0,599,1951,33905.0
1560,109613,78646,4356,4238,5310,1220,14156,728,3890,649,119,599,2370,103379.5
1561,94910,2731,5810,2657,10340,5922,18963,1080,2721,499,179,0,87,14292.5
1562,72375,3129,11055,5890,9700,3013,20989,641,2282,199,179,0,3389,-3191.5
1563,55435,30022,2185,3951,13596,3641,21941,1217,1184,0,119,599,3294,17699.0
1564,116443,3605,3551,799,913,6613,18779,1185,1564,649,119,299,2734,30559.5
1565,77132,79506,9013,4198,2780,1753,21426,1208,2956,199,119,299,2256,80737.0
1566,98945,46130,2761,4553,8581,6372,3778,830,2085,499,179,599,1072,75427.0
1567,102050,31265,11471,5359,7732,6683,6159,1427,1846,199,0,0,3607,53429.5
1568,115402,34330,8163,748,12241,2020,9395,1318,2727,499,119,0,3921,62466.0
1569,22983,70469,9635,3068,12447,2488,4746,1208,3401,199,119,0,2969,55499.5
1570,117241,17187,5281,4629,4987,2961,8974,1239,1682,199,0,0,2310,52474.5
1571,40662,27791,3536,4823,3625,6958,8150,770,536,0,0,299,3277,25619.0
1572,43510,72610,8201,5180,9262,4483,15132,1448,2953,649,179,599,3752,56090.0
1573,98187,41867,5164,3360,7326,1437,19804,1210,1038,649,119,599,3568,55330.0
1574,60998,2893,4770,1223,13757,1478,13043,824,2923,0,179,599,3969,1241.0
1575,76846,21773,9399,1069,12983,1782,21492,1489,2421,649,0,299,2717,18512.5
1576,114071,6239,5845,719,13045,6103,7674,1026,2803,649,119,0,1488,36659.5
1577,26640,22863,5435,1894,2570,5167,24729,1297,2825,649,179,0,1658,-2687.0
1578,64547,53415,6710,3334,3737,5677,6996,1345,748,199,179,299,2067,64126.5
1579,74620,70968,2561,2622,2779,1219,12550,1419,1192,199,0,299,2615,85413.5
1580,35317,62430,6717,4731,14490,2027,23294,1227,1540,499,119,599,3017,35811.0
