user_id,monthly_income,current_balance,food_expense_monthly,transport_expense_monthly,shopping_expense_monthly,utilities_expense_monthly,rent_bill_upcoming,internet_bill_upcoming,electricity_bill_upcoming,subscription_netflix,subscription_spotify,subscription_prime,other_upcoming_bills,predicted_balance_15_days,last_month_dining,last_month_shopping
681,34640,69614,13947,6057,14600,7014,12000,800,3066,0,179,0,4829,27931.0,17035.64,14754.07
682,134281,63174,11924,5472,20899,5480,8000,800,2861,649,119,599,3033,25225.5,9162.28,21343.86
683,53890,180464,4546,6917,8058,9442,8000,800,2368,499,179,599,3767,149770.5,5637.93,8338.62
684,102785,82436,8961,7918,13696,2184,25000,800,1377,649,0,0,1811,36419.5,9063.37,12511.44
685,92156,36131,6055,2984,7225,2672,12000,800,1959,0,179,599,2022,9104.0,7428.98,8802.62
686,48019,128416,4834,2099,8368,3199,8000,800,3353,0,0,599,2151,104263.0,4121.55,10877.07
687,36252,144948,8520,3356,10829,3742,12000,800,3139,499,0,599,1407,113280.5,8937.94,13342.61
688,144713,58560,8975,2768,17985,3321,35000,800,1766,0,0,0,2405,2064.5,11134.63,23097.01
689,125135,166541,4609,3302,22925,3584,25000,800,1300,0,179,599,3086,118367.0,5512.94,19385.48
690,47172,56953,7273,1529,3792,3695,12000,800,3531,0,119,0,522,31836.5,8906.25,3014.07
691,34014,158088,4686,7580,11062,9433,25000,800,2737,649,119,299,1038,111065.5,5658.71,10102.71
692,48303,26702,8126,6725,7183,8195,0,800,3029,499,0,0,3941,3318.5,10019.84,5347.11
693,51821,59069,12773,6700,3364,9033,25000,800,2683,649,0,599,3946,9457.0,15856.1,2740.62
694,25191,113519,7926,4156,21217,9926,0,800,1253,499,0,599,4772,83983.5,8035.1,18731.31
695,75516,175807,6236,1000,19154,9253,8000,800,2700,499,0,299,4451,141236.5,7818.17,24873.6
696,137685,20640,5646,1556,7115,2392,8000,800,1637,0,179,0,4487,-2817.5,3955.76,8149.19
697,25747,61432,3231,5142,9578,5692,25000,800,3796,649,0,599,3461,15305.5,3770.97,11418.99
698,75582,166856,13591,7176,12576,9027,35000,800,3413,199,0,0,640,105619.0,13839.64,14535.59
699,140009,163606,12911,6857,21053,2671,35000,800,1591,0,0,599,2485,101385.0,10353.02,18422.61
700,63679,106565,12553,5704,1232,5286,35000,800,1349,649,179,599,10,55591.5,8851.3,1320.17
701,41328,43412,14159,4267,11257,2203,8000,800,1917,0,119,0,3353,13280.0,15697.27,13398.23
702,116710,138992,7215,7845,1207,2493,0,800,2114,499,0,0,1367,124832.0,8685.33,1126.09
703,75615,74298,10149,2774,3208,3258,25000,800,2069,0,0,299,4394,32041.5,11740.58,3737.68
704,111062,117908,14528,1500,16151,9105,25000,800,2059,649,0,599,2390,65769.0,11972.29,13407.34
705,44010,56028,2530,2507,6885,5130,0,800,1445,499,119,599,4261,39779.0,2952.13,8041.78
706,120376,161981,8956,3383,11605,7983,35000,800,2840,199,119,299,4641,102119.5,7493.52,10637.83
707,38212,126775,8291,7734,21638,2855,12000,800,3916,0,179,0,1867,87754.0,7229.58,15428.65
708,29344,100689,8442,1548,16970,6506,0,800,2067,199,119,599,547,79625.0,9434.42,18414.66
709,45292,160611,13405,4302,13717,2513,35000,800,2059,0,0,299,4901,100583.5,12843.41,13344.0
710,28095,179040,8022,7600,10490,8880,12000,800,2395,649,179,599,676,144246.0,10306.93,8390.71
711,135912,153488,3510,5482,24804,9150,12000,800,3933,0,119,299,3873,110991.0,4493.22,24633.06
712,64059,65216,9504,2925,4751,2418,35000,800,2233,199,119,0,4112,12954.0,9062.28,6073.51
713,88463,191022,3335,7856,16329,4929,25000,800,2631,0,0,0,2945,143421.5,2590.35,19394.61
714,140474,61439,14313,7547,6312,4306,12000,800,1023,499,179,599,2840,27260.0,18369.09,5671.72
715,73424,7054,8073,1958,6712,7922,25000,800,1998,199,179,299,707,-34460.5,9135.34,5216.71
716,142250,127969,8905,4446,19135,3397,12000,800,2910,199,119,299,1351,92349.5,11146.01,16175.7
717,87234,139875,14163,4610,8963,4591,12000,800,3546,0,179,599,3151,103436.5,10056.35,11545.02
718,60368,50939,2131,5717,20252,5170,25000,800,2405,499,0,0,4616,984.0,2081.42,16543.44
719,33927,34459,7640,1116,24752,3555,25000,800,3998,199,179,599,614,-15461.5,7491.52,20903.25
720,128353,174118,11224,6411,17892,8040,12000,800,2948,499,179,599,4319,130990.5,12263.44,18419.81
721,71055,79799,7676,7789,6104,2878,35000,800,2482,0,179,599,2684,25831.5,5583.81,6614.46
722,87759,41855,10873,4536,23527,5750,12000,800,2563,0,179,0,49,3921.0,13725.84,17230.48
723,82082,195093,4445,7130,9312,5415,0,800,3546,499,179,599,3461,172858.0,5363.74,6734.67
724,90338,64487,12617,7825,7125,3712,12000,800,1323,649,0,0,1969,32106.5,8959.73,8694.6
725,104394,98587,5300,4586,15549,8144,8000,800,1627,0,119,299,2723,68229.5,6450.61,18892.27
726,38401,186966,12715,4827,7066,8519,12000,800,3111,199,179,299,4347,149467.5,15562.63,5700.29
727,116829,179093,6881,2658,11850,5842,0,800,3078,0,119,599,1804,159077.5,8607.46,12512.22
728,49848,159630,8207,1931,1979,8005,12000,800,1940,649,0,599,1909,131672.0,10074.86,1821.6
729,124841,195557,14607,1981,23132,2652,0,800,2272,0,119,599,4266,166315.0,13627.05,26605.33
730,22996,22315,5028,2668,2447,3034,35000,800,1642,649,119,299,2090,-24872.5,4271.37,2620.74
731,117229,26862,14281,3018,14967,3132,35000,800,1637,499,119,0,1957,-30849.0,12298.64,17423.44
732,142123,134526,3120,4522,5214,2274,12000,800,2375,499,179,299,4514,106295.0,2882.65,4933.6
733,114311,152592,3847,4750,19211,7706,25000,800,1357,499,179,0,1225,105775.0,4342.21,20903.88
734,39751,134018,8426,3495,14702,9598,12000,800,1836,649,119,0,2413,98090.5,8964.83,13368.65
735,100656,107426,6680,4855,3954,4084,25000,800,2799,199,179,599,241,67822.5,7282.61,4156.27
736,87205,166354,6178,4444,15856,5322,12000,800,3437,649,0,0,4791,128777.0,7241.07,12236.44
737,63825,160248,7950,2296,5193,5611,0,800,4000,199,179,299,718,143528.0,8683.11,4151.36
738,142340,72789,2633,5524,12545,5002,0,800,3001,0,0,599,1788,53749.0,2831.57,10045.94
739,30645,84774,11171,2261,13774,7656,35000,800,2632,649,119,299,1169,26675.0,11712.94,11186.67
740,91156,183299,12127,1096,12714,4096,8000,800,1488,499,0,599,1731,155165.5,14392.45,10330.02
741,134620,89583,11103,7620,16352,6143,8000,800,2673,499,119,599,2823,53461.0,8700.68,17840.99
742,140092,84855,12567,5745,17898,6745,25000,800,1045,199,179,299,4021,31834.5,14967.83,21812.85
743,59502,29981,12445,2277,15779,2993,12000,800,1530,0,0,299,3184,-4579.0,11706.27,14374.75
744,143480,92004,14265,3419,10946,3026,35000,800,1369,199,119,0,1592,37097.0,10458.42,7747.12
745,92258,127496,5197,5093,23978,9023,25000,800,3809,199,0,0,1381,74661.5,5212.09,24747.29
746,27488,75803,7193,2160,8652,3282,25000,800,2578,0,119,299,2679,33684.5,8652.32,6923.09
747,31655,103153,10096,1809,5874,7589,35000,800,1906,199,179,299,685,51401.0,9770.06,5318.58
748,99586,9743,12190,6709,23026,7432,8000,800,1807,499,119,299,1709,-28168.5,13630.25,29128.74
749,43168,121299,10412,5653,17439,4663,8000,800,2342,499,179,599,1482,88314.5,8193.29,21800.69
750,40759,74474,9850,6685,23491,6897,35000,800,1264,499,0,299,3914,9236.5,9537.06,21578.8
751,25650,115078,4033,2972,15331,6088,0,800,3411,649,179,0,943,94884.0,2866.67,17953.77
752,100792,55187,8637,1643,21737,9092,0,800,2343,649,179,0,298,30363.5,10498.31,17020.04
753,80951,157187,12506,1192,13787,7313,12000,800,3573,0,119,0,1196,122100.0,11615.76,16530.43
754,125587,7135,8507,4862,23266,6059,0,800,1176,199,119,599,2055,-19160.0,6961.62,25853.28
755,84446,165918,5433,6343,10595,3981,8000,800,2466,499,119,599,326,139933.0,6880.12,9673.41
756,93360,64128,13990,7615,12015,8975,0,800,3954,649,179,599,1540,35109.5,15228.81,10243.91
757,74757,135280,5926,1465,6996,7481,35000,800,3355,649,179,299,1151,82913.0,7038.91,6942.04
758,113052,81313,5245,7073,2574,9807,25000,800,2614,649,179,299,4520,34902.5,6513.86,2348.5
759,118935,36600,2406,3756,15243,2385,35000,800,1049,499,0,299,1304,-14246.0,1797.66,12948.23
760,106422,166312,5950,6616,8464,8386,35000,800,2499,0,119,0,2703,110483.0,5590.62,7179.45
761,111225,63643,8303,6492,22316,8616,8000,800,1344,0,119,0,4412,26104.5,6364.97,24986.95
762,123673,123331,6603,7077,24446,4629,12000,800,3347,499,0,599,2504,82204.5,6984.35,18725.64
763,20314,11741,13604,3995,9353,5892,8000,800,1336,649,119,599,4983,-21167.0,10382.26,10207.35
764,118084,60576,14372,7677,8831,5834,0,800,2579,0,0,599,2578,35663.0,18417.02,8509.08
765,119535,141007,5438,4634,21814,6562,8000,800,1091,499,0,599,2260,108534.0,6181.05,26434.32
766,106283,17452,3146,7034,22865,7806,35000,800,3409,199,119,0,89,-42589.5,3362.95,27653.99
767,110123,70079,13680,2219,17567,6139,35000,800,3560,199,0,0,4022,6695.5,16799.36,20682.68
768,89226,7191,11754,5902,22011,4176,35000,800,2946,0,0,0,4047,-57523.5,11078.28,21603.19
769,82350,117991,3444,3410,11887,3906,0,800,2052,499,119,0,3539,99658.5,4158.18,14782.88
770,102322,133320,2831,2060,20840,2835,25000,800,2640,499,119,599,3675,85705.0,3656.77,23875.02
771,23771,78081,13837,3996,12876,6432,12000,800,2465,0,179,599,4408,39059.5,9758.42,16723.63
772,56993,146214,10986,7942,5959,6413,25000,800,2811,0,119,599,4261,96974.0,10236.04,6934.11
773,95169,65658,10830,3811,13540,7599,8000,800,957,199,119,299,387,37007.0,13602.47,12137.1
774,102300,110652,6523,4957,20083,3905,35000,800,1620,649,0,299,4288,50262.0,5365.62,14584.9
775,22794,59724,7936,1039,23540,6924,8000,800,3868,499,179,599,4046,22013.5,8217.38,22589.14
776,54857,99421,4980,1324,19053,3807,12000,800,2581,499,0,0,2908,66051.0,5575.8,15083.09
777,145636,155677,3256,2818,9416,7907,25000,800,3592,499,179,599,4358,108951.5,3670.94,10016.13
778,76760,124044,14310,2899,15735,3715,0,800,3575,0,179,0,293,100867.5,16702.18,12214.92
779,90034,19105,6351,4244,16763,7088,8000,800,2500,499,0,599,3075,-13591.0,7529.95,13365.54
780,48943,19873,11926,3815,24228,2464,8000,800,2058,649,179,0,1168,-14197.5,13632.69,21338.62
781,67958,18989,9554,5559,19215,6012,0,800,3865,499,179,299,552,-7375.0,10450.88,22110.66
782,109827,28986,8271,6450,24394,3895,8000,800,3486,0,179,0,2308,-7292.0,8847.53,26519.61
783,122974,20747,7598,1118,13221,6391,8000,800,3446,649,0,0,353,-6665.0,5319.65,14870.29
784,138120,56434,6984,6669,5530,6533,0,800,3909,199,0,599,3358,34711.0,8432.71,6226.78
785,24305,94085,4320,3719,19530,4450,35000,800,3705,199,179,599,743,36850.5,3417.43,22535.77
786,116564,179133,9108,2319,17128,4192,8000,800,3779,649,119,299,1827,147286.5,7073.34,17357.88
787,33294,132956,11096,6229,2529,3215,12000,800,1501,199,0,599,47,106275.5,14392.82,2041.84
788,97385,127365,7732,3186,15521,9481,12000,800,2437,199,0,0,4155,89814.0,9378.69,12723.97
789,68673,34007,5085,5546,2402,7556,12000,800,1929,499,119,599,4644,3122.5,4322.44,1827.1
790,84293,78303,8256,3243,24133,8969,35000,800,2091,199,0,0,2301,15611.5,8662.68,21421.81
791,134238,12779,5290,2789,24436,3490,8000,800,3739,199,119,0,301,-18381.5,6499.06,19032.31
792,79945,137383,5559,7007,15954,7127,0,800,1750,199,179,0,1005,115626.5,6056.76,16079.89
793,81551,175609,10477,1460,9886,4213,0,800,1885,199,0,299,1752,157656.0,9883.52,7697.5
794,90649,94527,10462,3302,10461,5254,0,800,1650,649,179,0,419,76090.5,9158.96,13188.86
795,137776,99538,11957,6592,11237,4106,25000,800,2130,649,0,0,44,53969.0,12871.82,14516.37
796,97113,8337,9774,7880,21087,8038,25000,800,2456,199,179,299,2497,-46482.5,8438.32,17277.71
797,84770,83562,8718,4727,24255,8701,0,800,3422,199,179,299,944,54518.5,10747.6,24154.72
798,82815,121023,9361,5154,10008,5209,12000,800,1660,0,0,599,2281,88817.0,11067.05,12202.0
799,147444,94205,6193,2338,17222,7048,35000,800,2459,199,179,0,2440,36727.5,7781.26,19444.93
800,129997,79463,12186,1273,16548,3935,25000,800,1770,0,0,299,2127,32496.0,8879.56,19249.52
801,54522,192893,6994,2036,4912,7235,25000,800,1872,0,179,299,2642,151512.5,7694.33,4793.7
802,62428,165581,3819,7670,19847,8010,25000,800,1322,0,119,0,4187,114480.0,3012.13,17784.68
803,123706,73872,5976,7926,19569,7219,12000,800,3692,499,119,0,2830,33587.0,7444.89,19530.07
804,47764,125177,13153,1624,13217,4148,8000,800,2535,499,119,599,4073,92481.0,16376.94,15344.86
805,85618,109450,14855,7859,23357,3649,12000,800,913,199,179,0,817,69682.0,15873.89,19910.78
806,81079,199059,8459,1645,11784,3886,25000,800,2412,499,0,0,2885,154576.0,10464.3,13605.97
807,100030,36326,8637,4047,10226,2309,12000,800,3696,0,119,299,970,5832.5,10506.08,9402.82
808,28480,71396,14533,7321,6776,9039,35000,800,1201,0,119,0,4103,11338.5,16181.98,6499.32
809,108868,108612,11833,5757,10938,8005,8000,800,2182,0,0,0,749,78614.5,14719.84,8899.25
810,86764,20378,11742,6377,10918,4292,35000,800,3501,0,179,299,3794,-39859.5,9132.67,12624.7
811,67741,27429,9588,4537,10394,8076,35000,800,2197,199,119,0,2880,-30063.5,11444.54,8930.24
812,108361,156824,13814,7316,13204,2917,12000,800,3988,499,119,299,2343,118150.5,11240.1,12046.28
813,67719,102691,9506,7819,8290,5488,25000,800,3645,0,0,0,3396,54298.5,7100.87,8967.58
814,109665,59474,12824,2479,20375,6842,12000,800,3006,499,119,599,3224,17967.0,9067.05,26077.34
815,55401,120684,2620,1778,16312,7009,12000,800,2751,0,119,0,3814,87340.5,2899.24,11447.55
816,107089,183018,8253,2664,4879,9477,25000,800,3678,499,119,599,1321,138365.5,6606.85,4635.94
817,77331,89343,5900,6525,10945,5682,12000,800,1242,199,179,0,1859,58538.0,6621.41,10368.62
818,56197,39166,6582,6347,2854,8012,8000,800,885,0,0,299,2542,14742.5,6827.89,3666.26
819,140272,178126,7863,6020,18728,2956,0,800,3918,649,119,299,3985,150572.5,7201.21,14966.08
820,36225,99414,12033,1867,10812,7211,25000,800,883,649,179,599,4664,50678.5,11180.43,12214.57
821,34189,96191,10837,3644,21300,5609,12000,800,3980,0,179,299,2870,55368.0,11840.07,27448.93
822,110674,32767,10365,4550,9890,9580,25000,800,1421,499,179,599,3767,-16690.5,7828.94,9915.72
823,57803,190187,10674,3996,23056,9812,35000,800,2965,199,119,299,4855,122181.0,12591.93,18856.23
824,29097,80382,5129,1129,22135,2039,12000,800,2898,0,0,0,1396,48072.0,4006.52,20739.08
825,70384,22976,11326,6259,2564,9869,0,800,1548,0,0,0,1803,3816.0,11314.54,3114.09
826,61412,28259,11759,2142,18582,4277,12000,800,2921,0,0,299,2408,-8549.0,12674.66,18373.12
827,59554,17993,6648,2436,13390,4777,8000,800,1948,0,119,299,3298,-10096.5,5658.17,13462.68
828,91585,28618,9621,5545,5024,2773,8000,800,2642,649,179,599,2560,1707.5,11333.7,3675.56
829,149640,89837,11778,1607,6996,3336,35000,800,3932,0,0,299,656,37291.5,13822.2,7339.66
830,72193,39813,12186,4706,4535,8676,12000,800,2577,0,119,299,3953,5013.5,14189.08,5163.98
831,50556,117143,12675,7885,7293,4753,0,800,2651,649,0,599,272,95869.0,11498.56,7876.96
832,25625,122628,7255,3525,1076,5508,0,800,3799,199,0,599,4866,103683.0,8488.98,1141.27
833,53313,59870,3949,3357,21605,3932,12000,800,917,199,119,599,2939,25875.5,3356.76,24674.18
834,71079,85403,7934,4415,3911,9602,8000,800,3212,199,179,299,4326,55457.0,7434.1,4300.04
835,144698,96059,6928,5763,3987,3324,0,800,1916,0,0,299,1185,81858.0,8006.46,3304.81
836,77032,176904,6954,3514,15127,2116,25000,800,1615,199,119,599,1174,133542.5,7561.05,13098.96
837,81783,137250,7828,2879,21345,2455,0,800,3131,649,179,299,285,114653.5,5514.61,22732.98
838,114850,191994,6559,1733,1543,4739,8000,800,3089,499,179,299,4368,167473.0,7366.16,1771.17
839,131964,67659,9620,5710,15111,9521,12000,800,2342,199,0,0,968,31369.0,10819.74,14621.43
840,33902,157629,14258,6946,19576,6655,0,800,2119,499,0,0,4711,125782.5,16765.03,17901.12
841,45142,142503,3096,5138,3591,3680,35000,800,2587,649,179,299,4427,90809.5,2370.65,3685.15
842,53019,123213,6668,5656,17970,6706,25000,800,1641,649,0,299,302,76022.0,6974.46,16787.89
843,42253,112274,11598,7894,18566,3281,8000,800,2996,649,119,299,1977,76764.5,10428.14,16623.19
844,28877,28742,9209,7589,20650,6157,12000,800,1305,499,179,0,2581,-10424.5,11073.51,24725.72
845,106865,193272,11890,7524,6567,5109,35000,800,1424,199,0,0,1064,139240.0,10294.31,4823.71
846,61152,7682,3331,4419,11989,8508,25000,800,2086,499,179,0,2923,-37928.5,2494.17,13081.39
847,140308,123431,4510,7526,2857,9890,12000,800,2150,499,119,0,1475,93996.5,5823.94,3408.66
848,125995,199747,4924,4497,24802,3329,0,800,2482,199,119,299,2786,174286.0,5833.07,31975.04
849,22230,63859,10254,6603,10967,2803,8000,800,3300,199,179,599,4780,30688.5,8148.25,13310.49
850,29992,55883,11828,4338,3584,8946,0,800,3611,0,179,299,3041,33605.0,8823.46,3144.01
851,50040,58467,3444,6293,8147,3963,25000,800,3098,199,119,299,3750,14278.5,2855.32,7793.19
852,33195,169724,13597,7954,13769,7526,25000,800,1922,0,119,0,743,119717.0,14241.76,14934.14
853,34507,67395,4891,6246,12316,9749,8000,800,2551,199,0,299,2825,36120.0,3735.44,10258.33
854,23368,129378,12921,2055,19068,5995,25000,800,946,199,179,599,3202,78433.5,16512.4,24147.21
855,41402,91680,13982,4947,7029,2529,25000,800,2688,199,0,299,2460,45990.5,10554.25,5669.11
856,125492,90880,2089,7397,23235,9531,8000,800,3872,649,0,599,1499,54335.0,1795.17,19453.35
857,94018,27396,3379,7048,18323,4866,25000,800,1195,199,119,599,4192,-21516.0,4100.77,15526.82
858,106470,126008,12130,5283,19784,9805,12000,800,1380,499,179,0,4007,83642.0,12760.84,16584.35
859,39478,183053,10405,3447,6063,7006,12000,800,1843,649,0,299,1081,152920.5,11991.42,5092.08
860,100791,128442,8092,6615,10333,7950,8000,800,1714,0,119,599,1599,99116.0,9625.33,11582.83
861,132850,22634,12419,3731,15040,3686,12000,800,3091,649,0,299,4365,-16008.0,9188.29,11177.38
862,86064,129394,13287,7404,10753,3664,12000,800,2871,199,0,299,3321,92350.0,10418.63,9808.68
863,89044,143543,9984,4931,11154,7870,12000,800,2237,199,119,599,2112,108507.5,10717.7,14420.92
864,45148,159755,11965,7242,19660,7080,25000,800,3989,649,119,0,1637,104587.5,9280.41,16806.58
865,129726,96225,8697,2786,12176,5605,0,800,3276,199,179,599,3387,73153.0,8252.39,12030.76
866,92767,108353,3009,6545,10785,3422,0,800,929,649,0,299,4060,89735.5,3093.36,13396.68
867,69805,190333,14910,1204,22474,3351,25000,800,3096,199,119,599,1712,137838.5,16789.32,18452.64
868,76266,95844,5030,2203,12343,8842,25000,800,2870,199,179,0,2077,50510.0,3949.14,10040.95
869,131559,188100,8893,3235,11358,3879,25000,800,2823,0,119,299,3232,142144.5,11047.74,12910.86
870,61936,28911,5424,3444,14756,4011,25000,800,3648,499,179,599,4501,-20132.5,6341.58,14961.04
871,56599,26432,11332,3429,22219,2024,0,800,1692,499,119,299,113,3408.0,14130.96,18450.43
872,143466,71661,5564,3809,3791,3162,0,800,1682,649,179,0,3955,56233.0,6692.59,4456.86
873,64459,38122,14879,5368,18263,9475,35000,800,2517,199,0,599,1084,-26069.5,11127.06,19926.22
874,45815,101533,11312,5422,5419,7056,8000,800,2806,0,119,299,2121,72783.5,9801.98,4115.88
875,93952,84338,8374,3517,6011,2979,35000,800,917,649,179,599,2492,33261.5,8487.17,4697.48
876,93488,182127,3285,3270,8866,4882,25000,800,3412,649,119,599,3567,137829.5,2513.17,9559.45
877,144239,14186,8276,7193,15441,4109,12000,800,1953,0,0,599,1976,-20651.5,6589.41,14849.01
878,136882,80628,6717,7203,20395,6168,12000,800,1523,499,0,599,3151,41814.5,7870.23,24938.4
879,109880,10587,6974,4531,1720,5846,25000,800,978,199,179,0,3878,-29982.5,5383.72,1569.88
880,104855,127090,9890,7405,1770,8098,0,800,1224,649,0,299,3240,107296.5,12138.62,2100.73
881,122280,125728,8407,2537,14204,5454,25000,800,1495,499,179,0,3023,79431.0,9586.47,17554.65
882,73268,197419,6556,1621,11869,6786,35000,800,1696,199,179,0,3345,142784.0,7707.8,14245.67
883,83619,73499,3876,1277,15134,4244,8000,800,864,199,179,0,678,50513.5,3967.21,15644.75
884,26422,77780,9736,1771,6398,8401,25000,800,3840,0,0,599,1977,32411.0,7905.54,5085.17
885,73074,140926,9534,1670,12084,9042,25000,800,2143,199,179,599,167,95674.0,12352.09,11188.67
886,145358,26676,9679,4805,1409,5242,0,800,3320,199,119,299,4270,7101.5,9411.69,1608.87
887,104883,182695,12322,1335,2280,5306,35000,800,1185,499,119,0,200,134270.5,15426.8,1924.74
888,36379,58909,5564,4582,13233,4261,0,800,3767,199,0,599,2408,37316.0,5908.75,16470.39
889,146564,176616,8316,5988,10444,5859,25000,800,1944,0,179,0,1285,132104.5,7615.24,12107.31
890,113611,146955,10863,4259,22484,4460,25000,800,3625,0,179,599,3060,92659.0,7961.28,20850.79
891,113224,52887,10265,7285,5549,3951,8000,800,932,0,179,0,196,29255.0,10755.67,6413.45
892,124662,57637,9683,6795,13339,8931,25000,800,2689,499,119,599,4024,4533.0,10636.06,13987.99
893,56028,96263,2060,7655,13900,7125,25000,800,1746,499,119,299,1889,50541.0,1479.35,14889.44
894,34093,62741,3217,2021,7942,4935,35000,800,3410,649,179,299,1264,12082.5,2614.31,6550.2
895,62718,169293,12356,2137,19898,4012,25000,800,2019,199,179,0,29,121865.5,10143.97,25381.27
896,28215,185019,2033,7248,11617,6229,25000,800,3818,649,179,299,4862,135848.5,1504.21,11872.99
897,66051,45164,8743,6971,12874,2397,12000,800,1186,499,179,599,432,13976.5,8877.22,9776.26
898,47306,181397,13173,2592,2906,3850,8000,800,1222,649,0,599,821,158045.5,11933.26,3386.22
899,26256,29163,4862,7252,16314,9498,35000,800,2067,0,0,0,1427,-29094.0,4678.34,17209.17
900,110254,156918,11094,4383,7897,9106,12000,800,3666,199,119,0,4094,119800.0,13169.48,6490.76
901,121576,46109,7158,6930,6521,4671,25000,800,3631,499,179,0,1221,2139.0,8708.58,5982.44
902,121604,123951,8687,4890,11793,3218,0,800,2171,199,0,299,2587,103601.0,10820.37,14504.33
903,141152,118058,6085,6339,12981,3406,8000,800,855,649,119,0,4982,88247.5,7895.93,12423.61
904,34830,111816,6059,1707,5560,9552,0,800,1884,649,119,599,49,96277.0,6976.79,4252.93
905,126681,49819,10487,7153,6563,8281,35000,800,2326,0,0,0,4383,-8932.0,11926.1,4707.81
906,111835,185385,6858,2154,5453,6090,12000,800,1888,199,179,0,3591,156450.5,8850.39,5011.23
907,47837,31608,11090,6822,5334,5298,25000,800,1197,0,0,599,1529,-11789.0,13389.95,5739.41
908,94795,190638,12120,3337,12976,9917,12000,800,2691,0,0,599,2877,152496.0,14138.09,15617.44
909,53069,59840,9782,4117,10070,3656,0,800,3708,199,119,599,878,39724.5,8623.9,12388.04
910,98987,197393,10874,1454,5319,3019,8000,800,2625,499,119,599,2624,171794.0,10123.67,4687.66
911,128388,66749,11462,7755,21709,4983,0,800,1725,199,0,299,4382,36389.5,9841.37,25903.75
912,102708,109258,4081,1488,16393,6959,25000,800,1112,0,179,299,759,66648.5,4778.18,18032.67
913,53184,183788,13684,2870,20054,2159,0,800,970,499,119,0,620,161396.5,10583.48,25769.97
914,121521,162507,2444,5363,8297,5767,12000,800,2883,499,0,299,4769,130321.5,2122.34,7548.28
915,105066,90411,2809,1441,17169,7789,25000,800,3875,0,119,599,4423,40991.0,2761.99,21911.85
916,97837,28662,10410,5166,18943,4568,8000,800,1867,649,179,599,3299,-6274.5,10951.17,15335.66
917,65225,77683,6308,3092,17677,4885,25000,800,1861,0,119,599,2238,31085.0,6971.14,14296.1
918,85204,162056,10964,6188,14145,2302,12000,800,3703,499,0,299,1206,126749.5,9927.64,11926.15
919,107842,178595,6042,4834,6166,9563,35000,800,2333,199,179,599,3132,123050.5,5736.91,5472.11
920,28716,106383,3262,6120,1644,6592,0,800,2073,499,0,599,881,92722.0,3126.14,1461.07
921,106199,58104,8883,7054,20422,8004,8000,800,1182,199,0,599,2225,22917.5,6518.53,26202.24
922,63282,135907,9733,6761,4954,6855,0,800,3947,499,179,0,1630,114700.5,8430.95,5220.28
923,82518,190315,5666,7669,15886,4538,0,800,900,649,119,599,4941,165427.5,4083.53,20457.32
924,23882,103665,6069,5150,16717,6989,8000,800,1139,499,179,299,1855,73431.5,7186.69,20615.65
925,67299,175595,9028,1871,1182,6469,35000,800,3053,199,119,599,126,126424.0,9391.57,1321.24
926,46546,13731,4369,7678,4543,2159,0,800,1314,0,0,299,10,1933.5,3125.12,4988.2
927,22006,125882,13789,1873,24506,5358,35000,800,3580,499,0,0,476,62764.0,14241.34,18965.56
928,47453,157724,4677,6211,14678,9001,8000,800,1828,0,0,0,2097,127715.5,3840.66,17800.97
929,149003,54122,5501,6108,7013,2838,35000,800,2107,0,179,599,260,4447.0,5902.11,6006.77
930,57584,42538,7964,1997,17086,8960,0,800,3723,499,179,599,4662,14072.5,8971.31,16876.42
931,46008,53891,4853,1552,13600,3767,25000,800,1039,199,179,299,2147,12342.0,3950.57,15824.93
932,105948,199611,7161,4960,5858,5508,8000,800,2442,199,119,299,4719,171289.5,6550.24,6051.74
933,143110,170899,4602,3189,10776,2829,8000,800,2475,199,0,0,1378,147349.0,4189.1,13342.15
934,128919,51050,6290,4403,15868,4470,12000,800,1982,499,179,599,4997,14478.5,5411.33,19412.63
935,96985,168790,12300,4813,16082,4068,35000,800,1181,0,179,299,2485,110214.5,8821.96,20214.73
936,72570,132872,6626,2038,22411,4920,0,800,2296,499,0,599,4194,106486.5,6608.58,19313.39
937,142866,114783,2031,3979,10353,8943,8000,800,3850,199,0,299,662,88320.0,1622.49,9508.04
938,135758,170632,12691,5229,15253,6881,0,800,3251,499,179,299,368,145209.0,16016.63,18173.39
939,74688,101875,8578,6056,17572,5703,0,800,2692,0,179,599,1942,76708.5,6521.6,15207.03
940,143180,124763,11522,7946,24030,9181,35000,800,1352,499,179,0,3706,56887.5,13156.66,18339.16
941,124267,7770,4511,1852,13347,7498,12000,800,3985,0,119,599,3779,-27116.0,5420.71,12643.66
942,93807,7941,6869,6728,15753,2362,25000,800,3388,649,0,0,1038,-38790.0,6795.79,16412.01
943,118367,106443,14318,5194,11774,6846,0,800,2156,499,119,299,4592,78912.0,13990.54,12183.4
944,89367,38420,13700,6062,11908,4983,35000,800,2764,0,0,599,1386,-20455.5,14115.1,12602.75
945,124351,135014,6719,5795,24030,5188,35000,800,1392,499,0,599,714,75144.0,7227.11,24933.59
946,51850,199936,13174,3488,10155,4084,35000,800,3247,499,119,599,4065,140156.5,16557.01,11930.92
947,24831,92457,11357,2491,21643,5246,8000,800,2592,649,179,599,3461,55808.5,13186.7,17589.11
